,link,id,locality,country,province,zip_code,price,property_type,subproperty_type,bedroom_count,total_area_m2,equipped_kitchen,furnished,open_fire,terrace,garden,surface_land,swimming_pool,state_building,epc,public_sales,notary_sales
1,https://www.immoweb.be/en/classified/villa/for-sale/marke/8510/10954974,10954974,Kortrijk,Belgium,West Flanders,8510,1495000,HOUSE,VILLA,4.0,700.0,1,0,0,0.0,0.0,7999.0,0,GOOD,E,,
2,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11126198,11126198,Brugge,Belgium,West Flanders,8000,315000,APARTMENT,APARTMENT,2.0,82.0,1,0,0,4.0,0.0,,0,GOOD,B,,
3,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11104679,11104679,Brugge,Belgium,West Flanders,8000,349000,APARTMENT,APARTMENT,3.0,100.0,1,0,0,8.0,0.0,,0,GOOD,C,,
9,https://www.immoweb.be/en/classified/house/for-sale/braine-lalleud/1420/11126338,11126338,Nivelles,Belgium,Walloon Brabant,1420,337500,HOUSE,HOUSE,3.0,160.0,0,0,0,0.0,0.0,692.0,0,,G,,
11,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/10836022,10836022,Brussels,Belgium,Brussels,1180,2750000,HOUSE,VILLA,5.0,420.0,1,0,0,,2800.0,3212.0,1,GOOD,,,
14,https://www.immoweb.be/en/classified/house/for-sale/rendeux/6987/11128863,11128863,Marche-en-Famenne,Belgium,Luxembourg,6987,465000,HOUSE,HOUSE,5.0,243.0,1,0,0,0.0,1000.0,1073.0,0,,C,,
15,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11099790,11099790,Brugge,Belgium,West Flanders,8000,270000,APARTMENT,APARTMENT,1.0,69.0,1,0,0,9.0,0.0,,0,AS_NEW,,,
16,https://www.immoweb.be/en/classified/house/for-sale/lobbes/6540/9915683,9915683,Thuin,Belgium,Hainaut,6540,428000,HOUSE,HOUSE,3.0,209.0,0,0,0,0.0,0.0,724.0,0,,,,
17,https://www.immoweb.be/en/classified/house/for-sale/wuustwezel/2990/11015392,11015392,Antwerp,Belgium,Antwerp,2990,529000,HOUSE,HOUSE,4.0,210.0,0,0,0,0.0,0.0,413.0,0,GOOD,,,
18,https://www.immoweb.be/en/classified/apartment/for-sale/brussels-city/1000/11130722,11130722,Brussels,Belgium,Brussels,1000,549000,APARTMENT,APARTMENT,2.0,90.0,1,0,0,14.0,0.0,,0,AS_NEW,C,,
19,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11103346,11103346,Bastogne,Belgium,Luxembourg,6600,289000,APARTMENT,APARTMENT,3.0,101.0,0,0,0,12.0,0.0,,0,GOOD,A,,
21,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/11112337,11112337,Antwerp,Belgium,Antwerp,2000,750000,APARTMENT,APARTMENT,2.0,135.0,1,0,1,14.0,,,0,GOOD,E,,
22,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11099797,11099797,Brugge,Belgium,West Flanders,8000,280000,APARTMENT,APARTMENT,1.0,69.0,1,0,0,9.0,0.0,,0,AS_NEW,,,
23,https://www.immoweb.be/en/classified/flat-studio/for-sale/charleroi/6000/11075343,11075343,Charleroi,Belgium,Hainaut,6000,70000,APARTMENT,FLAT_STUDIO,1.0,38.0,1,0,1,0.0,0.0,,0,GOOD,C,,
24,https://www.immoweb.be/en/classified/apartment/for-sale/brussels-city/1000/11120651,11120651,Brussels,Belgium,Brussels,1000,195000,APARTMENT,APARTMENT,1.0,33.0,1,1,1,3.0,0.0,,0,GOOD,E,,
26,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11099793,11099793,Brugge,Belgium,West Flanders,8000,289000,APARTMENT,APARTMENT,1.0,73.0,1,0,0,9.0,0.0,,0,AS_NEW,,,
29,https://www.immoweb.be/en/classified/house/for-sale/antwerp/2000/11128241,11128241,Antwerp,Belgium,Antwerp,2000,665000,HOUSE,HOUSE,3.0,250.0,1,0,0,,70.0,202.0,0,AS_NEW,B,,
30,https://www.immoweb.be/en/classified/flat-studio/for-sale/namur/5000/11108871,11108871,Namur,Belgium,Namur,5000,202408,APARTMENT,FLAT_STUDIO,0.0,48.0,0,0,0,7.0,0.0,,0,AS_NEW,B,,
31,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11099800,11099800,Brugge,Belgium,West Flanders,8000,299000,APARTMENT,APARTMENT,1.0,72.0,1,0,0,9.0,0.0,,0,AS_NEW,,,
32,https://www.immoweb.be/en/classified/apartment-block/for-sale/charleroi/6000/11126779,11126779,Charleroi,Belgium,Hainaut,6000,350000,HOUSE,APARTMENT_BLOCK,6.0,200.0,1,0,1,0.0,,230.0,0,,G,,
33,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11125618,11125618,Brussels,Belgium,Brussels,1000,800000,APARTMENT,APARTMENT,2.0,150.0,1,0,0,0.0,0.0,,0,AS_NEW,E,,
34,https://www.immoweb.be/en/classified/ground-floor/for-sale/brugge/8000/11099785,11099785,Brugge,Belgium,West Flanders,8000,300000,APARTMENT,GROUND_FLOOR,2.0,90.0,1,0,0,16.0,0.0,,0,AS_NEW,,,
35,https://www.immoweb.be/en/classified/loft/for-sale/wavre/1300/11101686,11101686,Nivelles,Belgium,Walloon Brabant,1300,262851,APARTMENT,LOFT,0.0,186.0,0,0,0,22.0,0.0,,0,AS_NEW,,,
37,https://www.immoweb.be/en/classified/penthouse/for-sale/antwerpen/2000/10772848,10772848,Antwerp,Belgium,Antwerp,2000,2850000,APARTMENT,PENTHOUSE,3.0,268.0,1,1,1,0.0,0.0,,0,AS_NEW,A,,
38,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/charleroi/6000/11099699,11099699,Charleroi,Belgium,Hainaut,6000,599000,HOUSE,MIXED_USE_BUILDING,6.0,702.0,1,0,0,0.0,0.0,330.0,0,GOOD,C,,
39,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11099805,11099805,Brugge,Belgium,West Flanders,8000,310000,APARTMENT,APARTMENT,1.0,72.0,1,0,0,9.0,0.0,,0,AS_NEW,,,
41,https://www.immoweb.be/en/classified/apartment/for-sale/brussels-city/1000/11116006,11116006,Brussels,Belgium,Brussels,1000,250000,APARTMENT,APARTMENT,1.0,42.0,1,0,0,5.0,0.0,,0,GOOD,E,,
42,https://www.immoweb.be/en/classified/flat-studio/for-sale/namur/5000/11108872,11108872,Namur,Belgium,Namur,5000,202408,APARTMENT,FLAT_STUDIO,0.0,48.0,0,0,0,7.0,0.0,,0,AS_NEW,B,,
43,https://www.immoweb.be/en/classified/ground-floor/for-sale/brugge/8000/11099783,11099783,Brugge,Belgium,West Flanders,8000,320000,APARTMENT,GROUND_FLOOR,2.0,85.0,1,0,0,28.0,0.0,,0,AS_NEW,,,
44,https://www.immoweb.be/en/classified/ground-floor/for-sale/gent/9000/11130885,11130885,Gent,Belgium,East Flanders,9000,495000,APARTMENT,GROUND_FLOOR,1.0,81.0,1,0,0,14.0,5.0,,0,AS_NEW,,,
45,https://www.immoweb.be/en/classified/mansion/for-sale/charleroi/6000/11108575,11108575,Charleroi,Belgium,Hainaut,6000,520000,HOUSE,MANSION,8.0,282.0,1,1,0,,20.0,120.0,0,AS_NEW,C,,
46,https://www.immoweb.be/en/classified/house/for-sale/bastogne/6600/10014416,10014416,Bastogne,Belgium,Luxembourg,6600,372000,HOUSE,HOUSE,3.0,156.0,1,0,1,0.0,0.0,922.0,0,,A,,
47,https://www.immoweb.be/en/classified/flat-studio/for-sale/antwerpen/2000/11098122,11098122,Antwerp,Belgium,Antwerp,2000,167000,APARTMENT,FLAT_STUDIO,1.0,38.0,1,0,0,3.0,0.0,,0,JUST_RENOVATED,C,,
48,https://www.immoweb.be/en/classified/loft/for-sale/wavre/1300/11101677,11101677,Nivelles,Belgium,Walloon Brabant,1300,283851,APARTMENT,LOFT,2.0,197.0,0,0,0,39.0,232.0,,0,AS_NEW,,,
49,https://www.immoweb.be/en/classified/ground-floor/for-sale/brugge/8000/11099782,11099782,Brugge,Belgium,West Flanders,8000,360000,APARTMENT,GROUND_FLOOR,2.0,97.0,1,0,0,18.0,0.0,,0,AS_NEW,,,
50,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11109502,11109502,Brussels,Belgium,Brussels,1000,325000,APARTMENT,APARTMENT,2.0,92.0,1,0,0,0.0,0.0,,0,AS_NEW,A,,
52,https://www.immoweb.be/en/classified/mansion/for-sale/charleroi/6000/11023591,11023591,Charleroi,Belgium,Hainaut,6000,520000,HOUSE,MANSION,8.0,282.0,1,1,0,,20.0,120.0,0,AS_NEW,C,,
53,https://www.immoweb.be/en/classified/flat-studio/for-sale/namur/5000/11108873,11108873,Namur,Belgium,Namur,5000,202453,APARTMENT,FLAT_STUDIO,0.0,48.0,0,0,0,7.0,0.0,,0,AS_NEW,B,,
54,https://www.immoweb.be/en/classified/penthouse/for-sale/bruxelles/1000/11109514,11109514,Brussels,Belgium,Brussels,1000,326000,APARTMENT,PENTHOUSE,2.0,81.0,1,0,0,6.0,0.0,,0,AS_NEW,A,,
55,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11099788,11099788,Brugge,Belgium,West Flanders,8000,365000,APARTMENT,APARTMENT,2.0,91.0,1,0,0,10.0,0.0,,0,AS_NEW,,,
56,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/11098118,11098118,Antwerp,Belgium,Antwerp,2000,167000,APARTMENT,APARTMENT,1.0,38.0,1,0,0,3.0,0.0,,0,JUST_RENOVATED,C,,
57,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/11101681,11101681,Nivelles,Belgium,Walloon Brabant,1300,335455,APARTMENT,APARTMENT,2.0,99.0,0,0,0,17.0,0.0,,0,AS_NEW,,,
58,https://www.immoweb.be/en/classified/house/for-sale/bastogne/6600/10951871,10951871,Bastogne,Belgium,Luxembourg,6600,372000,HOUSE,HOUSE,3.0,156.0,1,0,1,0.0,,922.0,0,,B,,
61,https://www.immoweb.be/en/classified/apartment/for-sale/charleroi/6000/10970656,10970656,Charleroi,Belgium,Hainaut,6000,129000,APARTMENT,APARTMENT,2.0,,1,0,1,0.0,0.0,,0,GOOD,C,,
62,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11109501,11109501,Brussels,Belgium,Brussels,1000,364000,APARTMENT,APARTMENT,2.0,92.0,1,0,0,8.0,0.0,,0,AS_NEW,A,,
63,https://www.immoweb.be/en/classified/house/for-sale/bastogne/6600/10014407,10014407,Bastogne,Belgium,Luxembourg,6600,377000,HOUSE,HOUSE,3.0,156.0,1,0,1,0.0,0.0,1002.0,0,,A,,
64,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11099795,11099795,Brugge,Belgium,West Flanders,8000,375000,APARTMENT,APARTMENT,2.0,91.0,1,0,0,10.0,0.0,,0,AS_NEW,,,
66,https://www.immoweb.be/en/classified/duplex/for-sale/gent/9000/11130865,11130865,Gent,Belgium,East Flanders,9000,1016000,APARTMENT,DUPLEX,2.0,108.0,1,0,0,11.0,0.0,,0,AS_NEW,,,
67,https://www.immoweb.be/en/classified/flat-studio/for-sale/namur/5000/11108867,11108867,Namur,Belgium,Namur,5000,202545,APARTMENT,FLAT_STUDIO,0.0,49.0,0,0,0,7.0,0.0,,0,AS_NEW,B,,
68,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/11101708,11101708,Nivelles,Belgium,Walloon Brabant,1300,345455,APARTMENT,APARTMENT,2.0,98.0,0,0,0,40.0,0.0,,0,AS_NEW,,,
69,https://www.immoweb.be/en/classified/ground-floor/for-sale/brugge/8000/11099781,11099781,Brugge,Belgium,West Flanders,8000,399000,APARTMENT,GROUND_FLOOR,2.0,93.0,1,0,0,37.0,0.0,,0,AS_NEW,,,
70,https://www.immoweb.be/en/classified/apartment/for-sale/charleroi/6000/10653003,10653003,Charleroi,Belgium,Hainaut,6000,98000,APARTMENT,APARTMENT,2.0,59.0,1,0,1,0.0,0.0,,0,TO_RENOVATE,C,,
71,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11130868,11130868,Gent,Belgium,East Flanders,9000,1285000,APARTMENT,APARTMENT,2.0,178.0,1,0,0,27.0,0.0,,0,AS_NEW,,,
72,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11099789,11099789,Brugge,Belgium,West Flanders,8000,400000,APARTMENT,APARTMENT,2.0,105.0,1,0,0,23.0,0.0,,0,AS_NEW,,,
73,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11130864,11130864,Gent,Belgium,East Flanders,9000,1372000,APARTMENT,APARTMENT,2.0,187.0,1,0,0,38.0,0.0,,0,AS_NEW,,,
74,https://www.immoweb.be/en/classified/apartment-block/for-sale/charleroi/6000/10809552,10809552,Charleroi,Belgium,Hainaut,6000,299900,HOUSE,APARTMENT_BLOCK,9.0,,1,0,0,0.0,50.0,300.0,0,TO_BE_DONE_UP,D,,
75,https://www.immoweb.be/en/classified/house/for-sale/bastogne/6600/10951870,10951870,Bastogne,Belgium,Luxembourg,6600,377000,HOUSE,HOUSE,3.0,156.0,1,0,1,0.0,,1002.0,0,,B,,
77,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11099791,11099791,Brugge,Belgium,West Flanders,8000,400000,APARTMENT,APARTMENT,2.0,105.0,1,0,0,16.0,0.0,,0,AS_NEW,,,
79,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11099796,11099796,Brugge,Belgium,West Flanders,8000,420000,APARTMENT,APARTMENT,2.0,105.0,1,0,0,14.0,0.0,,0,AS_NEW,,,
80,https://www.immoweb.be/en/classified/flat-studio/for-sale/namur/5000/11108857,11108857,Namur,Belgium,Namur,5000,205226,APARTMENT,FLAT_STUDIO,0.0,52.0,0,0,0,6.0,0.0,,0,AS_NEW,B,,
81,https://www.immoweb.be/en/classified/flat-studio/for-sale/bruxelles/1000/11112299,11112299,Brussels,Belgium,Brussels,1000,265000,APARTMENT,FLAT_STUDIO,0.0,59.0,1,0,0,0.0,0.0,,0,AS_NEW,A,,
83,https://www.immoweb.be/en/classified/business/for-sale/antwerp/2000/7309244,7309244,Antwerp,Belgium,Antwerp,2000,132400,COMMERCIAL,BUSINESS,,33.0,0,0,0,0.0,0.0,0.0,0,,,,
84,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/11101674,11101674,Nivelles,Belgium,Walloon Brabant,1300,405455,APARTMENT,APARTMENT,2.0,116.0,0,0,0,69.0,0.0,,0,AS_NEW,,,
86,https://www.immoweb.be/en/classified/house/for-sale/charleroi/6000/11121691,11121691,Charleroi,Belgium,Hainaut,6000,105000,HOUSE,HOUSE,2.0,115.0,1,0,1,0.0,0.0,0.0,0,TO_RENOVATE,E,,
87,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bastogne/6600/10465112,10465112,Bastogne,Belgium,Luxembourg,6600,799000,HOUSE,MIXED_USE_BUILDING,2.0,400.0,1,0,0,31.0,906.0,1150.0,0,GOOD,C,,
88,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/11124558,11124558,Nivelles,Belgium,Walloon Brabant,1300,310000,APARTMENT,APARTMENT,2.0,95.0,0,0,1,0.0,0.0,,0,AS_NEW,A,,
89,https://www.immoweb.be/en/classified/ground-floor/for-sale/charleroi/6000/10998995,10998995,Charleroi,Belgium,Hainaut,6000,87500,APARTMENT,GROUND_FLOOR,1.0,50.0,1,0,1,6.0,0.0,,0,JUST_RENOVATED,E,,
90,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11099798,11099798,Brugge,Belgium,West Flanders,8000,420000,APARTMENT,APARTMENT,2.0,105.0,1,0,0,16.0,0.0,,0,AS_NEW,,,
91,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11129529,11129529,Gent,Belgium,East Flanders,9000,495000,APARTMENT,APARTMENT,1.0,81.0,0,0,0,14.0,5.0,,0,GOOD,,,
92,https://www.immoweb.be/en/classified/business/for-sale/antwerp/2000/7309245,7309245,Antwerp,Belgium,Antwerp,2000,132800,COMMERCIAL,BUSINESS,,33.0,0,0,0,0.0,0.0,0.0,0,,,,
94,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11112298,11112298,Brussels,Belgium,Brussels,1000,295000,APARTMENT,APARTMENT,1.0,67.0,1,0,0,,0.0,,0,AS_NEW,A,,
95,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/9641560,9641560,Bastogne,Belgium,Luxembourg,6600,118000,APARTMENT,APARTMENT,1.0,34.0,0,0,0,0.0,0.0,,0,,C,,
96,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108828,11108828,Namur,Belgium,Namur,5000,231172,APARTMENT,APARTMENT,1.0,61.0,0,0,0,8.0,0.0,,0,AS_NEW,A,,
97,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/10955991,10955991,Nivelles,Belgium,Walloon Brabant,1300,298000,APARTMENT,APARTMENT,1.0,83.0,1,0,0,10.0,,,0,AS_NEW,B,,
98,https://www.immoweb.be/en/classified/house/for-sale/charleroi/6000/11064164,11064164,Charleroi,Belgium,Hainaut,6000,189000,HOUSE,HOUSE,3.0,175.0,0,0,0,41.0,97.0,147.0,0,GOOD,E,,
99,https://www.immoweb.be/en/classified/house/for-sale/bastogne/6600/11015625,11015625,Bastogne,Belgium,Luxembourg,6600,299000,HOUSE,HOUSE,3.0,213.0,0,0,0,,0.0,332.0,0,,B,,
100,https://www.immoweb.be/en/classified/business/for-sale/antwerp/2000/7353324,7353324,Antwerp,Belgium,Antwerp,2000,132800,COMMERCIAL,BUSINESS,,33.0,0,0,0,0.0,0.0,0.0,0,,,,
101,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11099803,11099803,Brugge,Belgium,West Flanders,8000,430000,APARTMENT,APARTMENT,2.0,97.0,1,0,0,16.0,0.0,,0,AS_NEW,,,
103,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/10428210,10428210,Nivelles,Belgium,Walloon Brabant,1300,345455,APARTMENT,APARTMENT,2.0,98.0,1,0,0,15.0,0.0,,0,AS_NEW,B,,
104,https://www.immoweb.be/en/classified/apartment/for-sale/charleroi/6000/11092437,11092437,Charleroi,Belgium,Hainaut,6000,89000,APARTMENT,APARTMENT,2.0,82.0,1,0,0,0.0,0.0,,0,TO_RENOVATE,B,,
105,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11112300,11112300,Brussels,Belgium,Brussels,1080,370000,APARTMENT,APARTMENT,2.0,89.0,1,0,0,,0.0,,0,AS_NEW,A,,
106,https://www.immoweb.be/en/classified/house/for-sale/bastogne/6600/10445476,10445476,Bastogne,Belgium,Luxembourg,6600,495000,HOUSE,HOUSE,4.0,284.0,0,0,0,0.0,0.0,1.0,0,,C,,
107,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108800,11108800,Namur,Belgium,Namur,5000,233334,APARTMENT,APARTMENT,1.0,61.0,0,0,0,8.0,0.0,,0,AS_NEW,A,,
109,https://www.immoweb.be/en/classified/apartment/for-sale/charleroi/6000/10933082,10933082,Charleroi,Belgium,Hainaut,6000,129000,APARTMENT,APARTMENT,3.0,118.0,1,0,0,0.0,0.0,,0,GOOD,C,,
110,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/10428214,10428214,Nivelles,Belgium,Walloon Brabant,1300,405455,APARTMENT,APARTMENT,2.0,116.0,1,0,0,17.0,0.0,,0,AS_NEW,B,,
111,https://www.immoweb.be/en/classified/business/for-sale/antwerp/2000/7353325,7353325,Antwerp,Belgium,Antwerp,2000,132800,COMMERCIAL,BUSINESS,,33.0,0,0,0,0.0,0.0,0.0,0,,,,
112,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11112297,11112297,Brussels,Belgium,Brussels,1000,480000,APARTMENT,APARTMENT,3.0,113.0,1,0,0,19.0,0.0,,0,AS_NEW,A,,
114,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11099787,11099787,Brugge,Belgium,West Flanders,8000,430000,APARTMENT,APARTMENT,2.0,98.0,1,0,0,36.0,0.0,,0,AS_NEW,,,
115,https://www.immoweb.be/en/classified/house/for-sale/bastogne/6600/11120218,11120218,Bastogne,Belgium,Luxembourg,6600,270000,HOUSE,HOUSE,4.0,357.0,1,0,1,,0.0,442.0,0,,C,,
116,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108842,11108842,Namur,Belgium,Namur,5000,236195,APARTMENT,APARTMENT,1.0,64.0,0,0,0,7.0,0.0,,0,AS_NEW,A,,
117,https://www.immoweb.be/en/classified/apartment-block/for-sale/charleroi/6000/11051540,11051540,Charleroi,Belgium,Hainaut,6000,430000,HOUSE,APARTMENT_BLOCK,4.0,400.0,0,0,0,0.0,0.0,50.0,0,JUST_RENOVATED,B,,
118,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11120340,11120340,Brussels,Belgium,Brussels,1000,265000,APARTMENT,APARTMENT,2.0,86.0,1,0,0,0.0,0.0,,0,GOOD,D,,
119,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11128340,11128340,Gent,Belgium,East Flanders,9000,634947,APARTMENT,APARTMENT,1.0,77.0,1,0,0,9.0,0.0,,0,AS_NEW,,,
120,https://www.immoweb.be/en/classified/business/for-sale/antwerp/2000/7309243,7309243,Antwerp,Belgium,Antwerp,2000,136800,COMMERCIAL,BUSINESS,,34.0,0,0,0,0.0,0.0,0.0,0,,,,
121,https://www.immoweb.be/en/classified/house/for-sale/bastogne/6600/10915658,10915658,Bastogne,Belgium,Luxembourg,6600,372000,HOUSE,HOUSE,3.0,156.0,1,0,1,0.0,,922.0,0,,B,,
122,https://www.immoweb.be/en/classified/penthouse/for-sale/brugge/8000/11099794,11099794,Brugge,Belgium,West Flanders,8000,455000,APARTMENT,PENTHOUSE,2.0,98.0,1,0,0,39.0,0.0,,0,AS_NEW,,,
124,https://www.immoweb.be/en/classified/house/for-sale/charleroi/6000/11021558,11021558,Charleroi,Belgium,Hainaut,6000,660000,HOUSE,HOUSE,9.0,386.0,1,1,0,,250.0,450.0,0,GOOD,C,,
125,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108844,11108844,Namur,Belgium,Namur,5000,236195,APARTMENT,APARTMENT,1.0,64.0,0,0,0,7.0,0.0,,0,AS_NEW,A,,
126,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11099792,11099792,Brugge,Belgium,West Flanders,8000,545000,APARTMENT,APARTMENT,3.0,141.0,1,0,0,37.0,0.0,,0,AS_NEW,,,
128,https://www.immoweb.be/en/classified/house/for-sale/bastogne/6600/10915657,10915657,Bastogne,Belgium,Luxembourg,6600,377000,HOUSE,HOUSE,3.0,156.0,1,0,1,0.0,,1002.0,0,,B,,
129,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11128339,11128339,Gent,Belgium,East Flanders,9000,639669,APARTMENT,APARTMENT,1.0,77.0,1,0,0,9.0,0.0,,0,AS_NEW,,,
131,https://www.immoweb.be/en/classified/business/for-sale/antwerp/2000/7353322,7353322,Antwerp,Belgium,Antwerp,2000,142800,COMMERCIAL,BUSINESS,,35.0,0,0,0,0.0,0.0,0.0,0,,,,
132,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11099802,11099802,Brugge,Belgium,West Flanders,8000,575000,APARTMENT,APARTMENT,3.0,127.0,1,0,0,21.0,0.0,,0,AS_NEW,,,
134,https://www.immoweb.be/en/classified/apartment-block/for-sale/charleroi/6000/10384233,10384233,Charleroi,Belgium,Hainaut,6000,449900,HOUSE,APARTMENT_BLOCK,7.0,168.0,1,1,0,0.0,0.0,56.0,0,GOOD,G,,
135,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108845,11108845,Namur,Belgium,Namur,5000,236195,APARTMENT,APARTMENT,1.0,64.0,0,0,0,7.0,0.0,,0,AS_NEW,A,,
136,https://www.immoweb.be/en/classified/offices/for-sale/wavre/1300/11084836,11084836,Nivelles,Belgium,Walloon Brabant,1300,212500,OFFICE,OFFICES,,77.0,0,0,0,0.0,0.0,0.0,0,AS_NEW,,,
137,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11099799,11099799,Brugge,Belgium,West Flanders,8000,580000,APARTMENT,APARTMENT,3.0,142.0,1,0,0,37.0,0.0,,0,AS_NEW,,,
138,https://www.immoweb.be/en/classified/house/for-sale/bastogne/6600/10859481,10859481,Bastogne,Belgium,Luxembourg,6600,320000,HOUSE,HOUSE,4.0,229.0,1,0,0,,0.0,820.0,0,GOOD,E,,
139,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108843,11108843,Namur,Belgium,Namur,5000,236195,APARTMENT,APARTMENT,1.0,64.0,0,0,0,7.0,0.0,,0,AS_NEW,A,,
140,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11108333,11108333,Brussels,Belgium,Brussels,1000,460000,APARTMENT,APARTMENT,3.0,147.0,1,0,0,,0.0,,0,AS_NEW,C,,
141,https://www.immoweb.be/en/classified/apartment-block/for-sale/charleroi/6000/10474693,10474693,Charleroi,Belgium,Hainaut,6000,329900,HOUSE,APARTMENT_BLOCK,2.0,272.0,1,0,0,0.0,0.0,160.0,0,JUST_RENOVATED,C,,
142,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11099804,11099804,Brugge,Belgium,West Flanders,8000,599000,APARTMENT,APARTMENT,3.0,143.0,1,0,0,37.0,0.0,,0,AS_NEW,,,
143,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11128338,11128338,Gent,Belgium,East Flanders,9000,644393,APARTMENT,APARTMENT,1.0,77.0,1,0,0,9.0,0.0,,0,AS_NEW,,,
144,https://www.immoweb.be/en/classified/business/for-sale/antwerp/2000/7353327,7353327,Antwerp,Belgium,Antwerp,2000,144800,COMMERCIAL,BUSINESS,,36.0,0,0,0,0.0,0.0,0.0,0,,,,
145,https://www.immoweb.be/en/classified/offices/for-sale/wavre/1300/11084837,11084837,Nivelles,Belgium,Walloon Brabant,1300,225000,OFFICE,OFFICES,,88.0,0,0,0,0.0,0.0,0.0,0,AS_NEW,,,
146,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bastogne/6600/11004220,11004220,Bastogne,Belgium,Luxembourg,6600,1250000,HOUSE,MIXED_USE_BUILDING,0.0,475.0,0,0,0,0.0,0.0,1.0,0,,,,
148,https://www.immoweb.be/en/classified/penthouse/for-sale/brugge/8000/11099806,11099806,Brugge,Belgium,West Flanders,8000,630000,APARTMENT,PENTHOUSE,2.0,102.0,1,0,0,35.0,0.0,,0,AS_NEW,,,
149,https://www.immoweb.be/en/classified/house/for-sale/charleroi/6000/11006658,11006658,Charleroi,Belgium,Hainaut,6000,360000,HOUSE,HOUSE,3.0,261.0,1,1,0,0.0,150.0,270.0,0,GOOD,E,,
151,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108846,11108846,Namur,Belgium,Namur,5000,236195,APARTMENT,APARTMENT,1.0,64.0,0,0,0,7.0,0.0,,0,AS_NEW,A,,
152,https://www.immoweb.be/en/classified/house/for-sale/bastogne/6600/11126304,11126304,Bastogne,Belgium,Luxembourg,6600,55000,HOUSE,HOUSE,2.0,114.0,1,0,0,0.0,0.0,0.0,0,,C,,
153,https://www.immoweb.be/en/classified/offices/for-sale/wavre/1300/11084835,11084835,Nivelles,Belgium,Walloon Brabant,1300,235000,OFFICE,OFFICES,,93.0,0,0,0,0.0,0.0,0.0,0,AS_NEW,,,
